station_name	wmo_reg	sub_reg	river	station	country	lat	long	area
1104150	1	1041	OUED CHELIF	SIDI BELATAR	DZ	36.02	0.27	43750
1104200	1	1041	OUED MINA	OUED EL-ABTAL	DZ	35.5	0.68	6635
1104300	1	1041	OUED GHIOU	AMMI MOUSSA	DZ	35.87	1.12	2398
1104450	1	1040	OUED MAZAFRAN	FER A CHEVAL	DZ	36.67	2.82	1912
1104480	1	1040	OUED BOU DOUAOU	KEDDARA	DZ	36.65	3.42	829
1104500	1	1040	OUED ISSER	LAKHDARIA	DZ	36.62	3.58	4149
1104530	1	1040	OUED SEBAOU	BAGHLIA	DZ	36.8	3.87	2501
1104600	1	1040	OUED BOU SELLAM	SIDI YAHIA	DZ	36.42	4.6	4309
1104700	1	1040	OUED RHUMEL	OUED ATHMANIA	DZ	36.23	6.3	1220
1104800	1	1040	OUED EL MELAH	BOUCHEGOUF	DZ	36.45	7.72	552
1107700	1	1071	OUED TAFNA	PIERRE DU CHAT	DZ	35.15	-1.45	7245
1107800	1	1071	OUED ISSER	BENSEKRANE	DZ	35.07	-1.22	1118
1112100	1	1121	SENEGAL FLEUVE	KAYES	ML	14.45	-11.28	157400
1112110	1	1121	KOLINBINE	KABATE	ML	14.49434	-11.2024	25000
1112200	1	1121	FALEME RIVIERE	GOURBASSY	ML	13.25208	-11.52292	15000
1112300	1	1121	SENEGAL FLEUVE	GALOUGO	ML	13.84792	-11.05625	127000
1112320	1	1121	BAKOYE	OUALIA	ML	13.59792	-10.37292	84400
1112330	1	1121	BAOULE	SIRAMAKANA	ML	13.5724	-9.8854	58000
1112340	1	1121	BAKOYE	TOUKOTO	ML	13.45	-9.88	16000
1112350	1	1121	BAFING	DIBIA	ML	13.22708	-10.79375	33000
1112400	1	1121	FALEME RIVIERE	FADOUGOU	ML	12.53542	-11.38542	9300
1112480	1	1121	BAFING	DAKA SAYDOU	ML	11.92708	-10.63542	15500
1112500	1	1121	BAFING	BAFING MAKANA	ML	12.4354	-10.3146	21700
1134020	1	1341	SANKARANI	GUELELINKORO	ML	11.15	-8.55	23300
1134030	1	1341	RIVER NIGER	BANANKORO	ML	11.6833	-8.6667	71750
1134040	1	1341	SANKARANI	GOUALA	ML	11.97	-8.23	35300
1134050	1	1341	SANKARANI	SELINGUE	ML	11.58	-8.17	34200
1134060	1	1341	OUASSOULOU	YANFOLILA	ML	11.13	-8.2	4100
1134080	1	1341	BAOULE	MADINA DIASSA	ML	10.8	-7.67	7900
1134100	1	1341	RIVER NIGER	KOULIKORO	ML	12.8667	-7.55	120000
1134110	1	1341	BAOULE	BOUGOUNI	ML	11.4	-7.45	15700
1134150	1	1341	BANIFING	KOLONDIEBA	ML	11.07	-6.85	3050
1134200	1	1341	BAOULE	DIOILA	ML	12.52	-6.8	32500
1134220	1	1341	BAGOE	PANKOUROU	ML	11.42	-6.57	31800
1134250	1	1341	RIVER NIGER	KIRANGO AVAL	ML	13.7167	-6.05	137000
1134300	1	1341	BANI	DOUNA	ML	13.2167	-5.9	101600
1134310	1	1341	BANIFING	KOUORO 2	ML	12.02	-5.68	14300
1134320	1	1341	BANIFING	KOUORO 1	ML	12.02	-5.68	-999
1134350	1	1341	LOTIO	KLELA	ML	11.68	-5.58	3685
1134400	1	1341	RIVER NIGER	KE-MACINA	ML	13.95	-5.37	141000
1134420	1	1341	DIAKA	KARA	ML	14.17	-5.02	-999
1134450	1	1341	BANI	BENENY-KEGNY	ML	13.38	-4.92	116000
1134460	1	1341	RIVER NIGER	TILEMBEYA	ML	14.15	-4.98	143300
1134480	1	1341	BANI	SOFARA	ML	14.02	-4.25	129000
1134500	1	1341	RIVER NIGER	NANTAKA (MOPTI)	ML	14.53	-4.22	281600
1134505	1	1341	BANI	MOPTI	ML	14.53	-4.22	-999
1134600	1	1341	RIVER NIGER	AKKA	ML	15.4	-4.23	-999
1134620	1	1341	TASSAKAN	GOUNDAM	ML	16.42	-3.65	-999
1134630	1	1341	RIVER NIGER	TONKA	ML	16.13	-3.75	-999
1134650	1	1341	BARA-ISSA	SARAFERE	ML	15.82	-3.7	-999
1134700	1	1341	RIVER NIGER	DIRE	ML	16.2667	-3.3833	340000
1134705	1	1341	RIVER NIGER	DIRE	ML	16.26458	-3.38542	-999
1134730	1	1341	RIVER NIGER	KORYOUME	ML	16.6666	-3.0333	342000
1134850	1	1341	RIVER NIGER	TOSSAYE	ML	16.93	-0.58	348000
1134900	1	1341	RIVER NIGER	ANSONGO	ML	15.6667	0.5	566000
1147010	1	1471	CONGO RIVER	KINSHASA	CD	-4.3	15.3	3475000
1147011	1	1471	CONGO RIVER	PONTHIERVILLE	CD	-0.35	25.45	948500
1147012	1	1471	CONGO RIVER	KINDU	CD	-2.95	25.916666	810440
1147013	1	1471	CONGO RIVER	KINSHASA-EAST (LEOPOLDVILLE-EST)	CD	-4.29375	15.28125	3747320
1150200	1	1501	RIO CASSAI	KUTU-MOKE	CD	-3.183333	17.383333	737640
1150201	1	1501	RIO CASSAI	PORT-FRANCQUI	CD	-4.333333	20.583333	232560
1159100	1	1591	ORANGE RIVER	VIOOLSDRIF (27811003)	ZA	-28.75798997	17.72159144	866486
1159103	1	1591	ORANGE RIVER	PELLA MISSION	ZA	-28.96340283	19.15192169	859920
1159105	1	1591	ORANGE RIVER	SENDELINGSDRIF	ZA	-28.07583333	16.89833333	985370
1159110	1	1591	VISRIVIER-OOS	HARDEHEUWEL (27814003)	ZA	-31.80686289	20.35805214	1502
1159120	1	1591	RENOSTERRIVIER	BONEKRAAL (27814011)	ZA	-31.8154745	20.57805875	1679
1159125	1	1591	RENOSTERRIVIER	LEEUWENKUIL	ZA	-31.43716033	20.47416897	8938
1159130	1	1591	SAK	HOL PADS LEEGTE (27814016)	ZA	-30.47471203	20.51917583	40073
1159131	1	1591	SAK	WINDHOEK (27814013)	ZA	-31.366111	21.322222	13116
1159290	1	1591	ORANGE RIVER	KAKAMAS SOUTH NEUSBERG	ZA	-28.77466011	20.72242939	366070
1159300	1	1591	ORANGE RIVER	UPINGTON	ZA	-28.45790547	21.23923533	364560
1159301	1	1591	ORANGE RIVER	PRIESKA (27815102)	ZA	-29.65171083	22.74591331	339310
1159302	1	1591	ORANGE RIVER	MARKSDRIFT (27815208)	ZA	-29.16201978	23.69594394	99316
1159304	1	1591	ORANGE RIVER	IRENE	ZA	-29.1828515	23.57510692	296170
1159305	1	1591	SEEKOEIRIVIER	DE EERSTEPOORT	ZA	-30.53472222	24.9625	8266
1159310	1	1591	RENOSTERSPRUIT	SHANNON VALLEY (27817207)	ZA	-29.14416667	26.31805556	348
1159320	1	1591	RIET	KROMDRAAI (27817212)	ZA	-29.65805556	25.97277778	2381
1159321	1	1591	RIET	RIVIERA (27817208)	ZA	-29.8125	26.2117	596
1159325	1	1591	OSPOORTSPRUIT	OS POORT (27817209)	ZA	-29.9025	26.214444	191
1159330	1	1591	RIET	KLIPDRIFT	ZA	-29.0425	24.59916667	31233
1159333	1	1591	MODDER	LIKATLONG	ZA	-29.16083333	26.57222222	1650
1159335	1	1591	MODDER	TWEERIVIERE	ZA	-29.02861111	24.63833333	17313
1159337	1	1591	MODDER	GLEN	ZA	-28.94861111	26.32111111	4542
1159400	1	1591	HARTS	TAUNG (27817303)	ZA	-27.57350603	24.74598156	11044
1159403	1	1591	HARTS	ESPAGSDRIF	ZA	-27.90320789	24.61514311	23900
1159405	1	1591	HARTS	LLOYDS	ZA	-28.38651139	24.29707622	30810
1159410	1	1591	VETRIVIER	FLOORSDRIFT (27817502)	ZA	-27.840278	25.904444	17754
1159413	1	1591	VETRIVIER	FIZANTKRAAL	ZA	-27.935	26.12444444	16153
1159415	1	1591	VETRIVIER	VAALKOPPIES	ZA	-28.14444444	26.41805556	6994
1159417	1	1591	SANDRIVIER	BLOUDRIF	ZA	-28.11722222	26.71916667	7092
1159419	1	1591	DORINGRIVIER	MOND VAN DOORN RIVER	ZA	-28.11666667	26.72527778	586.3
1159450	1	1591	VAAL RIVER	SCHMIDTSDRIF	ZA	-28.71149156	24.07290156	157830
1159490	1	1591	VAAL RIVER	DE HOOP 65	ZA	-28.51622689	24.60069589	121220
1159500	1	1591	VAAL RIVER	DE HOOP 65	ZA	-28.498889	24.603056	120982
1159510	1	1591	VALSRIVIER	GROOTDRAAI (27817602)	ZA	-27.39861111	26.61333333	7801
1159511	1	1591	VALSRIVIER	MOOIFONTEIN (27817603)	ZA	-27.399722	26.625556	7794
1159512	1	1591	VALSRIVIER	KLIPFONTEIN (27817604)	ZA	-27.935556	27.996389	863
1159513	1	1591	VALSRIVIER	KROONSTAD	ZA	-27.67138889	27.23694444	3289
1159520	1	1591	HEUNINGSPRUIT	DANKBAAR (27817703)	ZA	-27.35611111	27.28555556	905
1159525	1	1591	RENOSTERRIVIER	ARRIESRUST	ZA	-27.04628	27.00464	5758
1159530	1	1591	LEEWDORINGSPRUIT	KLIPSPRUIT (27817465)	ZA	-27.37	26.350556	867
1159535	1	1591	VAAL RIVER	KLIPPLAATDRIFT	ZA	-27.38972222	26.46388889	79903
1159540	1	1591	SANDSPRUIT	LEEGTE (27817467)	ZA	-27.560556	26.233333	1895
1159545	1	1591	VAAL RIVER	PILGRIMS ESTATE	ZA	-27.01011	26.69808	63437
1159546	1	1591	KOEKEMOERSPRUIT	BUFFELSFONTEIN	ZA	-26.91606	26.81722	818
1159547	1	1591	MOOIRIVIER	HOOGEKRAAL	ZA	-26.8805	26.96428	-999
1159548	1	1591	MOOIRIVIER	WITRAND	ZA	-26.64428	27.09033	3595
1159549	1	1591	MOOIRIVIERLOOP	BLAAUWBANK	ZA	-26.37022	27.24811	1511
1159550	1	1591	VAAL RIVER	DE VAAL	ZA	-26.97056	27.20967	49120
1159555	1	1591	VAAL RIVER	WOODLANDS	ZA	-26.73828	27.59197	47222
1159560	1	1591	RIETSPRUIT	KAALPLAATS	ZA	-26.72867	27.718	1121
1159570	1	1591	KLIPRIVIER	KOOKFONTEIN	ZA	-26.61994444	27.98052778	2205
1159580	1	1591	SUIKERBOSRANTRIVIER	UITVLUGT	ZA	-26.67075	28.03044	3474
1159600	1	1591	STROMBERGSPRUIT	DIEP KLOOF	ZA	-31.04	26.34	2400
1159601	1	1591	WONDERBOOMSPRUIT	DIEPKLOOF (27819101)	ZA	-31.00111111	26.35305556	2397
1159650	1	1591	ORANGE RIVER	ALIWAL NOORD (27819103)	ZA	-30.67833333	26.71638889	37070
1159651	1	1591	ORANGE RIVER	ORANJEDRAAI (27819109)	ZA	-30.33638889	27.35861111	24745
1159653	1	1591	KORNETSPRUIT	MAGHALEEN	ZA	-30.15972222	27.40138889	2990
1159655	1	1591	ORANGE RIVER	LESOTHO - MANTILANE	ZA	-30.06186111	28.50975	10735
1159660	1	1591	KRAAIRIVIER	ROODEWAL (27819111)	ZA	-30.83055556	26.92055556	8689
1159670	1	1591	LITTLE CALEDON RIVER	THE POPLARS (27818012)	ZA	-28.69485	28.23487	522
1159673	1	1591	CALEDON RIVER	FICKSBURG	ZA	-28.88388889	27.88944444	3857
1159675	1	1591	CALEDON RIVER	WILGERDRAAI	ZA	-29.61666667	27.06555556	12852
1159800	1	1591	VAAL RIVER	ELANDSFONTEIN ENGELBRECHTSDRIFT	ZA	-26.820222	28.063306	38564
1159805	1	1591	WILGERIVIER	FRANKFORT	ZA	-27.27166667	28.49111111	15673
1159810	1	1591	WILGERIVIER	SLABBERTS (27817822)	ZA	-27.298333	28.495556	15522
1159811	1	1591	LIEBENBERGSVLEIRIVIER	FREDERIKSDAL	ZA	-27.43083333	28.52638889	4650
1159813	1	1591	WILGERIVIER	BALLINGTOMP	ZA	-27.30138889	28.58555556	10489
1159815	1	1591	WILGERIVIER	BAVARIA	ZA	-27.80277778	28.7675	7497
1159820	1	1591	CORNELISRIVIER	C8H003 (27817803)	ZA	-27.845	28.96222222	864
1159825	1	1591	VAALBANKSPRUIT	VOORSPOED (27817812)	ZA	-28.085	28.83694444	393
1159830	1	1591	ELANDSRIVIER	C8H005 (27817805)	ZA	-28.37583333	28.86027778	690
1159850	1	1591	RIETFONTEINSPRUIT	RIETFONTEIN (27817428)	ZA	-26.248056	27.589444	32
1159855	1	1591	KOCKSOORTDSPRUIT	MIDDELVLEI (27817427)	ZA	-26.233611	27.651944	5
1159860	1	1591	MIDDELVLEISPRUIT	MIDDELVLEI (27817426)	ZA	-26.232778	27.668611	26
1159880	1	1591	VAAL RIVER	NOOITGEDACHT	ZA	-27.00231	28.76528	15500
1159890	1	1591	VAAL RIVER	GOEDGELUK	ZA	-26.84108	29.72336	4686
1159900	1	1591	KLIPRIVIER	DELANGESDRIFT	ZA	-27.16975	29.23331	4152
1159910	1	1591	WATERVALRIVIER	ELANDSLAAGTE (27817908)	ZA	-26.86133	28.88461	2239
1160091	1	1606	OLIFANTS	CITRUSDAL	ZA	-32.59638889	19.00833333	908
1160095	1	1606	OLIFANTS	VISGAT	ZA	-33.08883333	19.21877778	121
1160100	1	1600	RIVIERSONDEREND	DWARSHOEK (27694403)	ZA	-34.0775	19.29	502
1160101	1	1600	RIVIERSONDEREND	SWARTE WATER (27694408)	ZA	-34.062222	19.072222	39
1160102	1	1600	RIVIERSONDEREND	REENEN	ZA	-34.07888889	20.14416667	2008
1160110	1	1609	JAKKALSRIVIER	LEBANON FOREST RES. (27711209)	ZA	-34.166111	19.1325	2
1160111	1	1609	KLEIN-JAKKALSRIVIER	LEBANON FOREST RES. (27711208)	ZA	-34.153611	19.135556	1
1160113	1	1609	PALMIETRIVIER	FARM 562-WELGEMOED	ZA	-34.32944444	18.98833333	464
1160115	1	1609	KLEINRIVIER	HAGEDISBERG OUTSPAN (27711206)	ZA	-34.40527778	19.59611111	599
1160120	1	1600	SOUTRIVIER	KYKOEDY (27711108)	ZA	-34.29166667	20.02277778	381
1160200	1	1609	SWART-DORINGRIVIER	BRUINTJIESHOOGTE (27713201)	ZA	-30.82412669	18.11771353	2351
1160210	1	1609	JONKERSHOEKRIVIER	JONKERSHOEK (27711308)	ZA	-33.986389	18.955556	20
1160220	1	1606	LEEURIVIER	LEEUW (27712207)	ZA	-32.78027778	19.28333333	267
1160230	1	1606	JAN DISSELSRIVIER	CLANWILLIAM (27712306)	ZA	-32.21166667	18.93666667	163
1160235	1	1606	DORINGRIVIER	MELKBOOM	ZA	-31.8625	18.68638889	24044
1160240	1	1609	KLEIN-BERGRIVIER	MOUNTAIN VIEW (27711421)	ZA	-33.18444444	19.15638889	19
1160245	1	1609	VIER-EN-TWINTIG-RIVIERE	DRI-DAS-BOSCH (27711428)	ZA	-33.13472222	19.06083333	183
1160250	1	1609	DIEPRIVIER	MALMESBURY (27711312)	ZA	-33.46388889	18.74027778	246
1160255	1	1609	MOSSELBANKRIVIER	KLIPPHEUWEL (27711313)	ZA	-33.705	18.699722	473
1160256	1	1609	DIEPRIVIER	ADDERLEY	ZA	-33.72277778	18.61666667	1311
1160257	1	1609	SILWERSTROOMRIVIER	BUFFELS RIVER (27711318)	ZA	-33.581944	18.361944	23
1160260	1	1609	BERGRIVIER	FARM 187 (27711407)	ZA	-33.808611	18.984167	726
1160263	1	1609	BERGRIVIER	DALJOSAFAT	ZA	-33.70777778	18.99111111	628
1160265	1	1609	KLEIN-BERGRIVIER	NIEUWKLOOF (27711408)	ZA	-33.31388889	19.07472222	395
1160266	1	1609	BERGRIVIER	DRIEHEUVELS	ZA	-33.13083333	18.86277778	2936
1160270	1	1609	WATERVALRIVIER	WATERVALSBERGE (27711412)	ZA	-33.352222	19.100278	35
1160271	1	1609	WATERVALRIVIER	WATERVALSBERGE (27711411)	ZA	-33.37972222	19.14972222	27
1160275	1	1609	KNOLVLEISPRUIT	KNOLVLEI BOS RES. (27711410)	ZA	-33.38805556	19.15944444	10
1160276	1	1609	BRAKKLOOFSPRUIT	KNOLVLEI BOS RES. (27711409)	ZA	-33.39083333	19.17138889	5
1160280	1	1609	ZACHARIASHOEKSPRUIT	ZACHARIASHOEK (27711414)	ZA	-33.82759119	19.03494303	3
1160281	1	1609	ZACHARIASHOEKSPRUIT	ZACHARIASHOEK (27711417)	ZA	-33.826389	19.027778	2
1160285	1	1609	KASTEELKLOOFSPRUIT	LOWER ZACHARIASHOEK (27711416)	ZA	-33.82203603	19.05911047	3
1160286	1	1609	KASTEELKLOOFSPRUIT	UPPER ZACHARIASHOEK (27711415)	ZA	-33.815278	19.061111	2
1160287	1	1609	BAKKERSKLOOFSPRUIT	ZACHARIASHOEK (27711418)	ZA	-33.8225915	19.04661008	4
1160290	1	1609	BANGHOEKRIVIER	JONKERSHOEK (27711419)	ZA	-33.9125	18.943889	30
1160295	1	1609	FRANSCHHOEKRIVIER	LE MOUILLAGE (27711403)	ZA	-33.89083333	19.07888889	46
1160300	1	1600	BREE	CERES TOEKEN GEB.	ZA	-33.38055556	19.30166667	657
1160301	1	1600	BREE	CERES TOEKEN GEB.	ZA	-33.42166667	19.26722222	753
1160302	1	1600	BREE	OUDE PONT (27694301)	ZA	-34.070278	20.39	9854
1160303	1	1600	BREE	WOLVENDRIFT	ZA	-33.89777778	20.01166667	6713
1160304	1	1600	BREE	LE CHASSEUR	ZA	-33.81805556	19.69333333	4355
1160305	1	1600	BREE	SWELLEN DAM	ZA	-34.0675	20.40555556	9842
1160310	1	1600	KOEKEDOURIVIER	CERES (27694913)	ZA	-33.35972222	19.29833333	52
1160315	1	1600	ROOIELSKLOOFRIVIER	ROODE ELS BERG (27694805)	ZA	-33.46166667	19.6175	16
1160317	1	1600	WITRIVIER	DROSTERSKLOOF (27694907)	ZA	-33.56861111	19.145	85
1160318	1	1600	HOLSLOOT	D/S DASHBOCH RIVER (27694912)	ZA	-33.756667	19.329722	152
1160320	1	1606	DORINGRIVIER	ELANDS DRIFT - ASPOORT (27712202)	ZA	-32.50277778	19.535	6895
1160324	1	1600	WILLEM NELSRIVIER	LANGEVALLEY (27694705)	ZA	-33.763889	19.850833	24
1160325	1	1600	HOEKSRIVIER	HOEKSBERG (27694709)	ZA	-34.010278	19.837778	18
1160327	1	1600	WATERKLOOFSPRUIT	POESJENELS RIVER (27694712)	ZA	-33.954167	19.587222	15
1160328	1	1600	WATERKLOOF	WAGGENSBOOMS KLOOF (27694410)	ZA	-33.98361111	19.32916667	15
1160330	1	1609	KRUISRIVIER	TWEEKUILEN (27711501)	ZA	-32.601667	18.749444	660
1160331	1	1600	ELANDSRIVIER	TWIST NIET (27694406)	ZA	-33.964722	19.291389	56
1160332	1	1600	DUTOITSRIVIER	PURGATORY UITSPAN (27694407)	ZA	-33.938611	19.170556	46
1160340	1	1600	HEXRIVIER	NEW GLEN HEATLIE (27694801)	ZA	-33.562222	19.51	699
1160341	1	1600	KOGMANSKLOOFRIVIER	GOLD MINE	ZA	-33.87166667	20.00222222	1201
1160343	1	1600	KINGNARIVIER	MONTAGUE (27694601)	ZA	-33.791111	20.123889	593
1160345	1	1600	KEISIERIVIER	KEISIESDOORNS (27694605)	ZA	-33.70888889	20.05861111	76
1160346	1	1600	KEISIERIVIER	HARMONIE (27694604)	ZA	-33.696389	19.928056	14
1160347	1	1600	KOORIVIER	DWARS IN DIE WEG (27694708)	ZA	-33.596389	19.761944	106
1160348	1	1600	KOORIVIER	DIE KOO (27694707)	ZA	-33.638611	19.813611	48
1160350	1	1605	TOUWSRIVIER	ZANDFONTEIN	ZA	-33.571944	20.701944	2900
1160351	1	1600	TOUWSRIVIER	FARM 162 (27692705)	ZA	-33.94527778	22.61444444	79
1160352	1	1605	TOUWS	OKKERSKRAAL	ZA	-33.69388889	21.14305556	5837
1160353	1	1605	GROOTRIVIER	BUFFELSFONTEIN	ZA	-33.74916667	21.44444444	12493
1160360	1	1605	BOKRIVIER	LOT B (27693215)	ZA	-33.35444444	19.71944444	9
1160361	1	1605	SMALBLAARRIVIER	VERLORENVALLEY (27693216)	ZA	-33.288056	19.727222	30
1160365	1	1605	HUISRIVIER	ZOAR (27693405)	ZA	-33.489444	21.489167	268
1160367	1	1605	BOPLAASRIVIER	OPZOEK (27693406)	ZA	-33.489444	21.489444	25
1160368	1	1605	JOUBERTRIVIER	OPZOEK (27693407)	ZA	-33.491944	21.514167	25
1160370	1	1605	WEYERSRIVIER	WEYERS RIVER (27693103)	ZA	-34.03111111	21.58638889	95
1160373	1	1605	GOURITZ	ZEEKOEDRIFT	ZA	-33.98027778	21.65333333	43451
1160375	1	1605	LANGTOURIVIER	LANGFONTEIN (27693104)	ZA	-33.9875	21.759722	101
1160376	1	1605	GAMKARIVIER	HUIS RIVER	ZA	-33.50222222	21.62277778	17810
1160378	1	1605	GAMKARIVIER	SPEK BOOM BERG	ZA	-33.31	21.634167	17090
1160380	1	1605	OLIFANTSRIVIER	PARDEKLOOF (27693304)	ZA	-33.476944	23.029444	4230
1160385	1	1605	WILGERIVIER	WILGEHOUTE RIVER (27693316)	ZA	-33.54527778	22.97388889	33
1160390	1	1605	GROOTRIVIER	DE RUST (27693312)	ZA	-33.475556	22.547778	692
1160391	1	1605	OLIFANTSRIVIER	WARM WATER	ZA	-33.66	21.77305556	10927
1160393	1	1605	KANDELAARSRIVIER	PAARDENDRIFT (27693317)	ZA	-33.67916667	22.14	351
1160395	1	1605	PERDEPOORTRIVIER	GROENEFONTEIN (27693313)	ZA	-33.36805556	22.17944444	29
1160396	1	1605	WYNANADSRIVIER	KOETZERS KRAAL (27693318)	ZA	-33.4675	22.00055556	137
1160398	1	1605	MEULRIVIER	VOGELFONTEIN (27693320)	ZA	-33.46111111	21.96027778	35
1160400	1	1600	MAALGATERIVIER	KNOETZE KAMA (27692703)	ZA	-34.00666667	22.35027778	145
1160403	1	1600	GROOT-BRAKRIVIER	WOLVEDANS	ZA	-34.02861111	22.22194444	131
1160405	1	1600	MALGASRIVIER	BLANCO (27692704)	ZA	-33.95111111	22.4225	34
1160410	1	1600	BENEKERIVIER	PINE GROVE FOREST (27692902)	ZA	-33.93527778	22.13083333	4
1160415	1	1600	HARTENBOSRIVIER	HARTENBOSCH (27692901)	ZA	-34.103056	22.071389	144
1160417	1	1600	BRANDWAGRIVIER	BRANDWACHT	ZA	-34.03166667	22.05277778	215
1160419	1	1600	MOORDKUILRIVIER	BANFF	ZA	-34.03944444	22.13222222	198
1160420	1	1600	KAAIMANSRIVIER	UPPER BARBIERSKRAAL (27692701)	ZA	-33.97111111	22.5475	47
1160425	1	1600	DIEPRIVIER	WOODVILLE FOREST RES. (27692603)	ZA	-33.9125	22.70777778	72
1160427	1	1600	KARATARARIVIER	KARATARA FOREST RES. (27692602)	ZA	-33.88083333	22.83777778	23
1160430	1	1600	KNYSNARIVIER	MILWOOD FOREST RES. (27692502)	ZA	-33.89111111	23.02944444	135
1160435	1	1600	GOUNARIVIER	GOUNA COMMONAGE CON. (27692501)	ZA	-33.991111	23.041944	94
1160441	1	1600	KEURBOOMSRIVIER	MKAMA (27692401)	ZA	-33.80361111	23.13527778	162
1160443	1	1600	KEURBOOMSRIVIER	NEWLANDS	ZA	-33.94583333	23.3675	761
1160450	1	1600	JORDAANSRIVIER	WELGELEGEN (27691302)	ZA	-33.73777778	23.30444444	53
1160453	1	1600	KOUGARIVIER	STUURMANSKRAAL	ZA	-33.79194444	24.03277778	1627
1160455	1	1600	BLOUKRANSRIVIER	LOTTERINGS FOR. RES. (27692301)	ZA	-33.95555556	23.63861111	56
1160456	1	1600	KRUISRIVIER	FARM 508	ZA	-33.98194444	24.02097222	25.6
1160457	1	1600	WABOOMSRIVIER	DIEPKLOOF (27691301)	ZA	-33.86572222	23.83577778	21
1160458	1	1600	GROOTRIVIER	ROOIWAL	ZA	-34.03197222	24.19552778	-999
1160459	1	1600	TSITSIKAMMARIVIER	GEELHOUTBOOM	ZA	-34.09663889	24.43911111	134
1160460	1	1600	GROOTRIVIER	GROOTRIVIERSPOORT (27691206)	ZA	-33.731	24.61794444	29571
1160470	1	1600	HEUNINGKLIPRIVIER	CAMPHERSPOORT (27691501)	ZA	-33.20372222	24.23438889	1296
1160480	1	1600	SOUTRIVIER	KAMFERSKRAAL (27691901)	ZA	-32.237778	23.050556	3943
1160481	1	1600	SOUTRIVIER	KLIPKRAAL (27691902)	ZA	-32.068889	23.0075	3672
1160485	1	1600	SWARTKOPSRIVIER	UITENHAGE	ZA	-33.77191667	25.38638889	912
1160487	1	1600	ELANDSRIVIER	WINTCANTON (27683204)	ZA	-33.79727778	25.309	394
1160490	1	1600	VOELRIVIER	RIET VLEY (27682302)	ZA	-33.000278	25.164167	1742
1160493	1	1600	SONDAGSRIVIER	DE DRAAY	ZA	-33.09930556	25.0115	13422
1160495	1	1600	VOLKERSRIVIER	VOLKERS RIVER (27682209)	ZA	-33.1075	25.228333	542
1160500	1	1600	BOESMANSRIVIER	DONKER HOEK ALICEDALE	ZA	-33.32941667	26.07775	1479
1160505	1	1600	KARIEGARIVIER	SMITHFIELD	ZA	-33.55230556	26.60180556	588
1160510	1	1603	GREAT FISH RIVER	BRANDT LEGTE PIGGOT'S BRIDGE	ZA	-33.09825	26.44475	23067
1160511	1	1603	GREAT FISH RIVER	KATKOP (27673901)	ZA	-31.903056	25.481667	9545
1160512	1	1603	GREAT FISH RIVER	ZOUTPANSDRIFT (27673802)	ZA	-31.90422222	25.43061111	1717
1160520	1	1603	TEEBUSRIVIER	JAN BLAAUWS KOP (27673912)	ZA	-31.57002778	25.54388889	1565
1160523	1	1603	KLEIN-BRAKRIVIER	ZEEVEN FONTEIN	ZA	-31.7775	25.3175	2445
1160525	1	1603	PAULSRIVIER	COUTZENBURG (27673704)	ZA	-32.03545836	25.52111611	878
1160527	1	1603	KLEIN-VISRIVIER	DOORN KRAAL	ZA	-32.785	25.61483333	1512
1160528	1	1603	GREAT FISH RIVER	RIETFONTYN	ZA	-32.08583333	25.57583333	10830
1160529	1	1603	TARKARIVIER	BRIDGE FARM	ZA	-32.31419444	25.74111111	4742
1160530	1	1603	BAVIAANSRIVIER	BOTMANSGAT (27673403)	ZA	-32.60586111	25.88461111	806
1160533	1	1603	GREAT FISH RIVER	SOUT VLEIJ	ZA	-33.02763889	25.89330556	19130
1160535	1	1603	VLEKPOORTRIVIER	ROBERTS KRAAL (27673603)	ZA	-31.968333	26.001111	1308
1160537	1	1603	KATRIVIER	FORT BEAUFORT	ZA	-32.76144444	26.62886111	1023
1160540	1	1603	KAPRIVIER	KAP RIVER MOUNTAINS (27673113)	ZA	-33.355278	26.861389	47
1160545	1	1600	KOWIE RIVER	BATHURST (27681101)	ZA	-33.50677778	26.74444444	575
1160550	1	1602	OSKRAALRIVIER	WHITTLESEA	ZA	-32.180833	26.820556	462
1160580	1	1603	GREAT FISH RIVER	MATOLEMA'S LOCATION OUTSPAN	ZA	-33.23780556	26.99486111	29745
1160600	1	1600	KEISKAMMARIVIER	FARM 7	ZA	-33.18536111	27.39075	2530
1160601	1	1600	KEISKAMMARIVIER	KAMAS LOC. (27672413)	ZA	-33.011667	26.954167	1429
1160602	1	1600	KEISKAMMARIVIER	ZANYOKWE (27672405)	ZA	-32.751667	27.090278	482
1160605	1	1600	RABULA	ZANYOKWE LOC. 3 (27672406)	ZA	-32.751667	27.097778	100
1160607	1	1600	MTWAKU	MTWAKU LOC. 13 (27672407)	ZA	-32.6375	27.1925	33
1160610	1	1600	MGQAKWEBE	MSENGE RIDGE (27672206)	ZA	-32.85841667	27.37072222	121
1160611	1	1600	MGQAKWEBE	SHESHEGU (27672209)	ZA	-32.91544444	27.38633333	103
1160612	1	1600	MGQAKWEBE	JEFTAS LOC 29 (27672212)	ZA	-32.786944	27.262778	15
1160615	1	1600	CWENGCWE	BRAUNSCHWEIG (27672208)	ZA	-32.767778	27.372778	62
1160617	1	1600	BUFFALO RIVER	MHLABATI	ZA	-32.99163889	27.64002778	1011
